provincia,municipio,estacion,magnitud,punto_muestreo,ano,mes,dia,h01,v01,h02,v02,h03,v03,h04,v04,h05,v05,h06,v06,h07,v07,h08,v08,h09,v09,h10,v10,h11,v11,h12,v12,h13,v13,h14,v14,h15,v15,h16,v16,h17,v17,h18,v18,h19,v19,h20,v20,h21,v21,h22,v22,h23,v23,h24,v24
28,58,4,20,28058004_20_59,2021,10,1,9.7,V,9.3,V,6.4,V,6.7,V,6.6,V,6.6,V,5.5,V,5.7,V,7,V,5.7,V,3.9,V,3.8,V,5.9,V,3.7,V,1,V,1.1,V,1.2,V,0.8,V,2.8,V,1.6,V,1.5,V,1.2,V,1,V,1,V
28,58,4,30,28058004_30_59,2021,10,1,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.5,V,0.3,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,58,4,42,28058004_42_2,2021,10,1,1.4,V,1.3,V,1.5,V,1.7,V,1.4,V,1.3,V,1.3,V,1.3,V,1.4,V,1.3,V,1.3,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V,1.2,V
28,58,4,44,28058004_44_2,2021,10,1,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,58,4,431,28058004_431_59,2021,10,1,3.9,V,3.4,V,3.1,V,3.6,V,3.5,V,2.5,V,2.1,V,3,V,7,V,2.9,V,1.5,V,1.1,V,2.4,V,1.6,V,0.3,V,0.4,V,0.4,V,0.3,V,1.3,V,0.6,V,0.5,V,0.5,V,0.3,V,0.4,V
28,6,4,7,28006004_7_8,2021,10,1,1,V,1,V,1,V,1,V,1,V,1,V,4,V,6,V,8,V,4,V,4,V,4,V,4,V,5,V,2,V,2,V,1,V,2,V,13,V,2,V,3,V,6,V,8,V,3,V
28,6,4,8,28006004_8_8,2021,10,1,13,V,8,V,12,V,15,V,22,V,25,V,38,V,31,V,26,V,21,V,21,V,24,V,24,V,29,V,19,V,28,V,21,V,50,V,96,V,53,V,65,V,63,V,62,V,61,V
28,6,4,10,28006004_10_49,2021,10,1,7,V,3,V,8,V,9,V,12,V,12,V,14,V,13,V,13,V,14,V,16,V,19,V,19,V,20,V,19,V,12,V,11,V,9,V,14,V,20,V,21,V,25,V,27,V,27,V
28,6,4,12,28006004_12_8,2021,10,1,15,V,10,V,14,V,17,V,24,V,28,V,44,V,39,V,37,V,27,V,27,V,29,V,30,V,37,V,21,V,31,V,23,V,54,V,117,V,56,V,69,V,72,V,74,V,65,V
28,6,4,14,28006004_14_6,2021,10,1,51,V,55,V,46,V,39,V,32,V,34,V,22,V,29,V,37,V,45,V,55,V,61,V,67,V,71,V,85,V,77,V,85,V,53,V,10,V,44,V,25,V,25,V,18,V,11,V
28,6,4,20,28006004_20_59,2021,10,1,3.8,V,0.6,V,0.4,V,0.8,V,0.8,V,0.9,V,1,V,1.6,V,2.3,V,1.4,V,0.6,V,1.6,V,1.3,V,1.6,V,1.1,V,1.8,V,1,V,1.3,V,3.6,V,3.8,V,3.2,V,4.6,V,4.7,V,7.8,V
28,6,4,30,28006004_30_59,2021,10,1,0.2,V,0.1,V,0.1,V,0.1,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.6,V,0.7,V,0.5,V,0.5,V,0.6,V,0.6,V
28,6,4,42,28006004_42_2,2021,10,1,1.4,V,1.4,V,1.4,V,1.4,V,1.4,V,1.4,V,1.5,V,1.4,V,1.4,V,1.4,V,1.4,V,1.4,V,1.4,V,1.4,V,1.3,V,1.3,V,1.3,V,1.4,V,1.5,V,1.4,V,1.5,V,1.5,V,1.6,V,1.6,V
28,6,4,44,28006004_44_2,2021,10,1,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V
28,6,4,431,28006004_431_59,2021,10,1,0.7,V,0.3,V,0.1,V,0.4,V,0.4,V,0.5,V,0.6,V,0.9,V,1.4,V,0.7,V,0.4,V,0.7,V,0.7,V,0.7,V,0.4,V,0.5,V,0.3,V,0.7,V,2,V,2.3,V,2.1,V,2,V,2.9,V,4,V
28,65,14,7,28065014_7_8,2021,10,1,3,V,2,V,6,V,5,V,26,V,71,V,108,V,68,V,32,V,17,V,12,V,8,V,5,V,6,V,3,V,2,V,5,V,3,V,3,V,3,V,2,V,2,V,3,V,2,V
28,65,14,8,28065014_8_8,2021,10,1,61,V,53,V,59,V,55,V,59,V,72,V,73,V,68,V,53,V,44,V,30,V,26,V,26,V,22,V,17,V,14,V,29,V,42,V,60,V,67,V,40,V,45,V,54,V,53,V
28,65,14,9,28065014_9_49,2021,10,1,21,V,18,V,18,V,16,V,13,V,15,V,16,V,16,V,17,V,17,V,29,V,16,V,11,V,14,V,12,V,3,V,4,V,3,V,7,V,14,V,17,V,16,V,17,V,17,V
28,65,14,10,28065014_10_49,2021,10,1,34,V,27,V,26,V,22,V,23,V,20,V,30,V,34,V,36,V,43,V,51,V,45,V,30,V,22,V,18,V,9,V,6,V,8,V,13,V,22,V,23,V,22,V,24,V,24,V
28,65,14,12,28065014_12_8,2021,10,1,66,V,56,V,69,V,61,V,99,V,181,V,238,V,172,V,101,V,71,V,48,V,39,V,34,V,31,V,21,V,17,V,36,V,46,V,65,V,72,V,43,V,47,V,58,V,57,V
28,65,14,14,28065014_14_6,2021,10,1,14,V,15,V,5,V,6,V,1,V,1,V,1,V,4,V,14,V,23,V,43,V,58,V,70,V,87,V,95,V,98,V,87,V,66,V,43,V,35,V,57,V,44,V,24,V,22,V
28,67,1,7,28067001_7_8,2021,10,1,1,V,1,V,1,V,1,V,1,V,11,V,7,V,14,V,10,V,9,V,2,V,1,V,2,V,1,V,1,V,1,V,1,V,2,V,3,V,2,V,1,V,2,V,1,V,1,V
28,67,1,8,28067001_8_8,2021,10,1,5,V,5,V,4,V,4,V,6,V,23,V,19,V,22,V,23,V,22,V,7,V,5,V,5,V,4,V,4,V,5,V,8,V,20,V,34,V,19,V,17,V,18,V,14,V,11,V
28,67,1,10,28067001_10_49,2021,10,1,19,V,22,V,17,V,12,V,15,V,15,V,19,V,35,V,30,V,23,V,15,V,15,V,12,V,13,V,14,V,18,V,10,V,14,V,16,V,13,V,15,V,11,V,11,V,6,V
28,67,1,12,28067001_12_8,2021,10,1,7,V,7,V,6,V,6,V,9,V,41,V,30,V,43,V,38,V,35,V,10,V,7,V,8,V,6,V,6,V,7,V,10,V,24,V,39,V,21,V,20,V,20,V,16,V,13,V
28,67,1,14,28067001_14_6,2021,10,1,26,V,23,V,22,V,23,V,15,V,5,V,13,V,12,V,25,V,32,V,70,V,83,V,84,V,91,V,101,V,107,V,99,V,64,V,36,V,39,V,33,V,28,V,30,V,29,V
28,7,4,7,28007004_7_8,2021,10,1,2,V,2,V,2,V,2,V,3,V,6,V,14,V,21,V,26,V,19,V,11,V,6,V,3,V,3,V,2,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V
28,7,4,8,28007004_8_8,2021,10,1,21,V,18,V,16,V,25,V,34,V,49,V,62,V,63,V,63,V,62,V,49,V,46,V,34,V,23,V,11,V,11,V,14,V,24,V,44,V,60,V,55,V,64,V,50,V,33,V
28,7,4,9,28007004_9_49,2021,10,1,15,V,11,V,8,V,8,V,9,V,9,V,8,V,9,V,11,V,13,V,17,V,24,V,21,V,17,V,13,V,8,V,6,V,5,V,6,V,8,V,11,V,12,V,13,V,13,V
28,7,4,12,28007004_12_8,2021,10,1,24,V,21,V,19,V,28,V,39,V,59,V,83,V,95,V,103,V,91,V,66,V,55,V,39,V,27,V,14,V,13,V,16,V,27,V,47,V,63,V,58,V,67,V,53,V,36,V
28,7,4,14,28007004_14_6,2021,10,1,56,V,54,V,49,V,32,V,29,V,18,V,7,V,10,V,13,V,19,V,39,V,55,V,74,V,84,V,96,V,94,V,92,V,80,V,59,V,44,V,41,V,29,V,37,V,51,V
28,74,7,7,28074007_7_8,2021,10,1,3,V,3,V,3,V,15,V,48,V,80,V,46,V,55,V,43,V,22,V,16,V,11,V,8,V,6,V,3,V,3,V,3,V,3,V,4,V,5,V,2,V,3,V,5,V,5,V
28,74,7,8,28074007_8_8,2021,10,1,50,V,37,V,40,V,64,V,65,V,71,V,67,V,69,V,68,V,56,V,47,V,45,V,40,V,30,V,26,V,24,V,29,V,44,V,65,V,74,V,49,V,51,V,56,V,47,V
28,74,7,9,28074007_9_49,2021,10,1,23,V,16,V,12,V,16,V,17,V,22,V,14,V,14,V,16,V,17,V,16,V,8,V,21,V,11,V,11,V,5,V,8,V,8,V,14,V,16,V,18,V,13,V,16,V,10,V
28,74,7,10,28074007_10_49,2021,10,1,39,V,22,V,15,V,30,V,35,V,39,V,38,V,29,V,37,V,40,V,40,V,29,V,32,V,16,V,15,V,12,V,11,V,15,V,26,V,38,V,35,V,34,V,29,V,15,V
28,74,7,12,28074007_12_8,2021,10,1,55,V,41,V,44,V,87,V,138,V,194,V,137,V,153,V,134,V,89,V,71,V,61,V,52,V,39,V,31,V,28,V,32,V,48,V,71,V,82,V,52,V,56,V,63,V,54,V
28,74,7,14,28074007_14_6,2021,10,1,26,V,32,V,26,V,7,V,6,V,6,V,7,V,10,V,17,V,30,V,46,V,57,V,69,V,89,V,93,V,96,V,87,V,73,V,48,V,38,V,60,V,48,V,38,V,41,V
28,80,3,7,28080003_7_8,2021,10,1,2,V,2,V,2,V,2,V,2,V,3,V,8,V,9,V,7,V,15,V,14,V,7,V,5,V,4,V,2,V,2,V,2,V,2,V,2,V,2,V,3,V,3,V,2,V,2,V
28,80,3,8,28080003_8_8,2021,10,1,11,V,12,V,11,V,10,V,16,V,29,V,42,V,33,V,25,V,42,V,31,V,23,V,20,V,12,V,5,V,7,V,8,V,14,V,37,V,34,V,36,V,38,V,22,V,18,V
28,80,3,10,28080003_10_49,2021,10,1,22,V,17,V,15,V,12,V,11,V,12,V,13,V,18,V,16,V,16,V,18,V,18,V,14,V,11,V,8,V,6,V,5,V,7,V,12,V,19,V,20,V,19,V,13,V,11,V
28,80,3,12,28080003_12_8,2021,10,1,14,V,15,V,14,V,13,V,19,V,34,V,55,V,47,V,37,V,64,V,52,V,33,V,28,V,18,V,8,V,10,V,11,V,17,V,40,V,37,V,41,V,42,V,25,V,21,V
28,80,3,14,28080003_14_6,2021,10,1,63,V,56,V,58,V,57,V,49,V,41,V,30,V,38,V,41,V,29,V,43,V,62,V,71,V,83,V,93,V,90,V,87,V,80,V,54,V,57,V,50,V,53,V,61,V,67,V
28,9,1,7,28009001_7_8,2021,10,1,1,V,1,V,1,V,1,V,1,V,2,V,3,V,4,V,3,V,2,V,3,V,3,V,2,V,2,V,3,V,2,V,2,V,2,V,1,V,1,V,2,V,1,V,1,V,1,V
28,9,1,8,28009001_8_8,2021,10,1,5,V,9,V,7,V,6,V,7,V,10,V,17,V,16,V,10,V,10,V,10,V,11,V,12,V,13,V,17,V,16,V,27,V,33,V,33,V,43,V,45,V,39,V,29,V,21,V
28,9,1,9,28009001_9_49,2021,10,1,9,V,9,V,8,V,7,V,7,V,4,V,5,V,6,V,5,V,6,V,7,V,6,V,9,V,10,V,9,V,9,V,10,V,10,V,11,V,11,V,14,V,16,V,16,V,17,V
28,9,1,12,28009001_12_8,2021,10,1,7,V,11,V,9,V,8,V,9,V,13,V,21,V,22,V,14,V,14,V,15,V,15,V,15,V,16,V,22,V,18,V,30,V,36,V,35,V,45,V,48,V,41,V,32,V,23,V
28,9,1,14,28009001_14_6,2021,10,1,53,V,44,V,47,V,47,V,44,V,37,V,35,V,33,V,45,V,48,V,53,V,62,V,71,V,84,V,81,V,83,V,72,V,63,V,64,V,48,V,45,V,47,V,51,V,51,V
28,92,5,1,28092005_1_38,2021,10,1,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,92,5,6,28092005_6_48,2021,10,1,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.5,V,0.6,V,0.5,V,0.6,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.5,V,0.5,V,0.5,V,0.6,V,0.5,V
28,92,5,7,28092005_7_8,2021,10,1,1,V,1,V,4,V,3,V,6,V,2,V,10,V,24,V,17,V,16,V,11,V,7,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,7,V,2,V
28,92,5,8,28092005_8_8,2021,10,1,24,V,28,V,41,V,34,V,45,V,48,V,57,V,60,V,52,V,52,V,42,V,39,V,24,V,14,V,8,V,6,V,11,V,19,V,35,V,34,V,35,V,47,V,67,V,41,V
28,92,5,10,28092005_10_49,2021,10,1,16,V,17,V,21,V,22,V,19,V,15,V,15,V,18,V,24,V,33,V,30,V,29,V,17,V,19,V,11,V,7,V,9,V,12,V,19,V,26,V,28,V,27,V,31,V,21,V
28,92,5,12,28092005_12_8,2021,10,1,26,V,30,V,48,V,38,V,55,V,51,V,72,V,97,V,77,V,76,V,59,V,50,V,27,V,17,V,10,V,8,V,13,V,21,V,37,V,36,V,37,V,49,V,78,V,44,V
28,92,5,14,28092005_14_6,2021,10,1,53,V,39,V,21,V,29,V,17,V,23,V,15,V,15,V,25,V,30,V,53,V,63,V,83,V,94,V,104,V,103,V,97,V,87,V,64,V,67,V,58,V,40,V,20,V,41,V
28,102,1,1,28102001_1_38,2021,10,2,2,V,3,V,2,V,3,V,2,V,2,V,2,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,2,V,3,V,2,V,2,V,3,V,3,V
28,102,1,6,28102001_6_48,2021,10,2,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V
28,102,1,7,28102001_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,102,1,8,28102001_8_8,2021,10,2,9,V,8,V,8,V,7,V,6,V,6,V,6,V,6,V,7,V,7,V,5,V,4,V,4,V,3,V,3,V,4,V,4,V,4,V,5,V,5,V,6,V,6,V,6,V,7,V
28,102,1,10,28102001_10_49,2021,10,2,21,V,20,V,16,V,18,V,21,V,22,V,22,V,14,V,14,V,15,V,15,V,11,V,16,V,11,V,9,V,13,V,14,V,10,V,11,V,8,V,11,V,14,V,14,V,17,V
28,102,1,12,28102001_12_8,2021,10,2,11,V,10,V,10,V,9,V,8,V,8,V,8,V,9,V,10,V,10,V,8,V,6,V,6,V,5,V,5,V,6,V,6,V,6,V,7,V,7,V,8,V,8,V,8,V,9,V
28,102,1,14,28102001_14_6,2021,10,2,75,V,72,V,67,V,68,V,67,V,63,V,64,V,62,V,58,V,72,V,88,V,100,V,100,V,103,V,101,V,102,V,101,V,93,V,92,V,92,V,86,V,84,V,87,V,83,V
28,120,1,7,28120001_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,120,1,8,28120001_8_8,2021,10,2,2,V,2,V,2,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,3,V,3,V,3,V,3,V,3,V,2,V,2,V,1,V,1,V,1,V,1,V
28,120,1,9,28120001_9_49,2021,10,2,3,V,2,V,1,V,1,V,2,V,4,V,3,V,5,V,6,V,5,V,3,V,4,V,3,V,3,V,4,V,8,V,8,V,7,V,3,V,4,V,4,V,2,V,1,V,1,V
28,120,1,10,28120001_10_49,2021,10,2,7,V,8,V,4,V,3,V,2,V,5,V,7,V,6,V,8,V,9,V,8,V,5,V,6,V,7,V,10,V,11,V,11,V,11,V,7,V,5,V,6,V,3,V,2,V,2,V
28,120,1,12,28120001_12_8,2021,10,2,4,V,4,V,4,V,3,V,3,V,3,V,4,V,4,V,4,V,4,V,4,V,4,V,4,V,5,V,5,V,5,V,5,V,5,V,4,V,4,V,3,V,3,V,3,V,3,V
28,120,1,14,28120001_14_6,2021,10,2,89,V,84,V,85,V,88,V,95,V,96,V,95,V,92,V,88,V,87,V,88,V,90,V,95,V,98,V,101,V,103,V,96,V,84,V,85,V,87,V,86,V,86,V,85,V,77,V
28,123,2,7,28123002_7_8,2021,10,2,6,V,10,V,12,V,5,V,6,V,7,V,17,V,18,V,11,V,4,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,123,2,8,28123002_8_8,2021,10,2,46,V,58,V,51,V,42,V,39,V,42,V,41,V,31,V,24,V,15,V,7,V,7,V,6,V,7,V,8,V,9,V,19,V,28,V,39,V,53,V,34,V,22,V,16,V,9,V
28,123,2,10,28123002_10_49,2021,10,2,22,V,22,V,29,V,27,V,27,V,33,V,29,V,19,V,25,V,26,V,22,V,16,V,14,V,13,V,11,V,8,V,14,V,14,V,16,V,26,V,21,V,22,V,16,V,20,V
28,123,2,12,28123002_12_8,2021,10,2,56,V,74,V,69,V,49,V,48,V,52,V,66,V,58,V,41,V,20,V,9,V,10,V,8,V,9,V,10,V,11,V,21,V,30,V,41,V,55,V,36,V,24,V,18,V,11,V
28,123,2,14,28123002_14_6,2021,10,2,16,V,4,V,3,V,10,V,9,V,7,V,7,V,20,V,39,V,70,V,89,V,105,V,111,V,108,V,108,V,99,V,91,V,80,V,65,V,50,V,60,V,67,V,79,V,78,V
28,13,2,7,28013002_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,2,V,3,V,3,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V
28,13,2,8,28013002_8_8,2021,10,2,8,V,7,V,7,V,6,V,8,V,9,V,12,V,7,V,6,V,6,V,7,V,8,V,7,V,6,V,5,V,7,V,10,V,28,V,38,V,29,V,21,V,30,V,30,V,24,V
28,13,2,10,28013002_10_49,2021,10,2,36,V,34,V,33,V,33,V,28,V,26,V,26,V,25,V,29,V,25,V,22,V,9,V,7,V,4,V,10,V,8,V,12,V,14,V,22,V,25,V,25,V,21,V,28,V,31,V
28,13,2,12,28013002_12_8,2021,10,2,10,V,9,V,9,V,8,V,10,V,11,V,16,V,12,V,11,V,9,V,10,V,11,V,9,V,8,V,7,V,9,V,12,V,30,V,41,V,31,V,23,V,33,V,32,V,26,V
28,13,2,14,28013002_14_6,2021,10,2,36,V,33,V,31,V,29,V,26,V,26,V,19,V,26,V,36,V,58,V,86,V,103,V,103,V,105,V,106,V,101,V,97,V,76,V,60,V,61,V,69,V,55,V,40,V,34,V
28,133,2,7,28133002_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,133,2,8,28133002_8_8,2021,10,2,4,V,4,V,4,V,4,V,4,V,8,V,12,V,11,V,10,V,6,V,6,V,8,V,4,V,2,V,2,V,2,V,3,V,5,V,5,V,3,V,4,V,3,V,2,V,2,V
28,133,2,10,28133002_10_49,2021,10,2,6,V,8,V,10,V,12,V,11,V,8,V,8,V,11,V,19,V,20,V,18,V,14,V,10,V,7,V,7,V,7,V,7,V,7,V,9,V,9,V,11,V,11,V,10,V,12,V
28,133,2,12,28133002_12_8,2021,10,2,6,V,6,V,6,V,6,V,6,V,10,V,15,V,14,V,14,V,8,V,8,V,10,V,6,V,4,V,4,V,4,V,5,V,7,V,7,V,5,V,6,V,5,V,4,V,4,V
28,133,2,14,28133002_14_6,2021,10,2,79,V,63,V,64,V,56,V,58,V,48,V,45,V,47,V,54,V,71,V,81,V,94,V,97,V,95,V,99,V,103,V,105,V,102,V,103,V,103,V,102,V,99,V,93,V,76,V
28,14,2,7,28014002_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,4,V,7,V,13,V,15,V,9,V,4,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V
28,14,2,8,28014002_8_8,2021,10,2,29,V,18,V,18,V,19,V,23,V,34,V,35,V,30,V,29,V,24,V,16,V,8,V,5,V,4,V,5,V,6,V,10,V,17,V,28,V,16,V,14,V,13,V,11,V,6,V
28,14,2,10,28014002_10_49,2021,10,2,29,V,25,V,28,V,26,V,26,V,28,V,33,V,34,V,39,V,35,V,26,V,27,V,16,V,11,V,9,V,13,V,11,V,17,V,18,V,21,V,19,V,20,V,21,V,18,V
28,14,2,12,28014002_12_8,2021,10,2,31,V,20,V,20,V,21,V,25,V,40,V,46,V,50,V,51,V,37,V,22,V,10,V,8,V,6,V,7,V,8,V,12,V,20,V,30,V,18,V,16,V,15,V,13,V,8,V
28,14,2,14,28014002_14_6,2021,10,2,39,V,42,V,37,V,36,V,27,V,17,V,14,V,26,V,34,V,58,V,94,V,107,V,112,V,113,V,114,V,114,V,103,V,94,V,74,V,86,V,89,V,90,V,91,V,92,V
28,148,4,7,28148004_7_8,2021,10,2,6,V,5,V,2,V,2,V,3,V,4,V,6,V,17,V,15,V,7,V,4,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,148,4,8,28148004_8_8,2021,10,2,47,V,44,V,29,V,32,V,34,V,34,V,29,V,30,V,27,V,20,V,14,V,8,V,6,V,6,V,6,V,7,V,10,V,22,V,30,V,39,V,32,V,16,V,12,V,13,V
28,148,4,9,28148004_9_49,2021,10,2,1,V,2,V,3,V,5,V,7,V,8,V,10,V,10,V,13,V,14,V,13,V,16,V,15,V,13,V,7,V,3,V,2,V,2,V,4,V,4,V,7,V,11,V,10,V,10,V
28,148,4,10,28148004_10_49,2021,10,2,24,V,10,V,16,V,18,V,6,V,1,V,1,V,27,V,72,V,86,V,92,V,75,V,59,V,46,V,35,V,25,V,21,V,23,V,11,V,20,V,26,V,31,V,22,V,15,V
28,148,4,12,28148004_12_8,2021,10,2,56,V,53,V,32,V,35,V,38,V,40,V,38,V,57,V,50,V,31,V,20,V,10,V,8,V,8,V,8,V,9,V,12,V,24,V,32,V,41,V,34,V,18,V,14,V,15,V
28,148,4,14,28148004_14_6,2021,10,2,4,V,3,V,14,V,12,V,8,V,7,V,7,V,14,V,29,V,54,V,77,V,101,V,112,V,111,V,109,V,102,V,95,V,80,V,66,V,53,V,52,V,66,V,72,V,66,V
28,16,1,1,28016001_1_38,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,16,1,6,28016001_6_48,2021,10,2,0.5,V,0.5,V,0.4,V,0.4,V,0.5,V,0.4,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V
28,16,1,7,28016001_7_8,2021,10,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
28,16,1,8,28016001_8_8,2021,10,2,3,V,4,V,3,V,3,V,4,V,3,V,6,V,6,V,4,V,3,V,5,V,5,V,6,V,12,V,13,V,7,V,4,V,4,V,3,V,3,V,3,V,5,V,4,V,5,V
28,16,1,9,28016001_9_49,2021,10,2,1,V,3,V,5,V,6,V,5,V,7,V,3,V,3,V,3,V,2,V,3,V,6,V,11,V,12,V,12,V,15,V,12,V,7,V,7,V,7,V,5,V,6,V,6,V,9,V
28,16,1,10,28016001_10_49,2021,10,2,7,V,7,V,7,V,7,V,7,V,7,V,8,V,8,V,7,V,8,V,8,V,11,V,15,V,17,V,19,V,21,V,18,V,16,V,14,V,13,V,8,V,10,V,11,V,11,V
28,16,1,12,28016001_12_8,2021,10,2,5,V,6,V,5,V,5,V,6,V,5,V,8,V,8,V,6,V,5,V,7,V,7,V,8,V,15,V,15,V,9,V,6,V,6,V,5,V,5,V,5,V,7,V,6,V,7,V
28,16,1,14,28016001_14_6,2021,10,2,86,V,75,V,76,V,79,V,67,V,74,V,68,V,72,V,72,V,78,V,93,V,104,V,110,V,110,V,119,V,125,V,116,V,99,V,96,V,95,V,99,V,93,V,98,V,93,V
28,16,1,20,28016001_20_59,2021,10,2,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.7,V,0.3,V,0.1,V,0.1,V,0.2,V,0.1,V,0.2,V,0.6,V,0.5,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,16,1,30,28016001_30_59,2021,10,2,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.3,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,16,1,42,28016001_42_2,2021,10,2,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.4,V,1.4,V,1.4,V,1.4,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V,1.3,V
28,16,1,44,28016001_44_2,2021,10,2,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,16,1,431,28016001_431_59,2021,10,2,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V
28,161,1,7,28161001_7_8,2021,10,2,2,V,2,V,3,V,3,V,4,V,5,V,14,V,18,V,9,V,5,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V
28,161,1,8,28161001_8_8,2021,10,2,26,V,20,V,36,V,40,V,41,V,46,V,44,V,35,V,24,V,17,V,9,V,6,V,6,V,3,V,4,V,4,V,4,V,10,V,15,V,7,V,10,V,15,V,15,V,6,V
28,161,1,9,28161001_9_49,2021,10,2,26,V,23,V,25,V,21,V,18,V,17,V,17,V,16,V,13,V,12,V,10,V,9,V,7,V,8,V,7,V,8,V,8,V,10,V,23,V,22,V,14,V,11,V,11,V,11,V
